Activity Date,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade
"17 Apr 2024, 07:48:05",1028,1023,3020.219970703125,3.490000009536743,2.9523167610168457,16.44353675842285,2.0473146438598633,3,17.700000762939453,4.258943557739258,0.4569203555583954
"21 Apr 2024, 08:09:33",1546,1453,3509.370117,3.4000000953674316,2.4152581691741943,10.561187744140625,10.561187744140625,6.699999809265137,12.699999809265137,9.285051345825195,0.094033971
"24 Apr 2024, 17:16:52",1276,1268,3021.620117,3.628000020980835,2.382981061935425,14.21478271484375,18.21841812133789,5.5,19.5,3.805899143218994,-0.119141385
"27 Apr 2024, 08:02:17",1813,1809,5040.209961,3.4560000896453857,2.7861857414245605,0,2.0917294025421143,-0.800000012,1.5,4.878048896789551,0.007936177
"28 Apr 2024, 10:59:35",1899,1698,4017.530029296875,3.1059999465942383,2.3660364151000977,5.570000171661377,5.699999809265137,2,5.5,13.30008316040039,0.014934549108147621
"30 Apr 2024, 17:14:55",3450,3450,8270.360352,3.2119998931884766,2.3972058296203613,26.216569900512695,26.216569900512695,-0.400000006,19.899999618530273,4.901960849761963,-0.004836549
"2 May 2024, 19:19:56",2336,2321,6046.109863,4.107999801635742,2.604959011077881,28.51589584350586,28.51589584350586,2.700000047683716,19.899999618530273,6.711409568786621,0
"4 May 2024, 08:04:16",1808,1792,5029.25,5.2820000648498535,2.8065011501312256,2.268420934677124,2.268420934677124,-1.299999952,1.5,4.587155818939209,0.001988368
"12 May 2024, 09:47:43",2331,2331,5031.97998,3.805999994277954,2.158721685409546,21.55666732788086,24.96156883239746,2.700000047683716,19.899999618530273,12.820512771606445,0.009936446
"15 May 2024, 18:24:50",1803,1740,3590.719970703125,3.3480000495910645,2.0636322498321533,14.95744514465332,17.127777099609375,2.700000047683716,19.899999618530273,31.798246383666992,-0.033419482
"19 May 2024, 08:49:14",4434,4393,10071.58984,3.7119998931884766,2.292645215988159,37.579959869384766,37.579959869384766,2.700000047683716,19.899999618530273,3.9100685119628906,0.020850729197263718
"22 May 2024, 18:37:54",2049,1972,5043.47998,4.426000118255615,2.5575456619262695,10.98293685913086,17.122222900390625,2.700000047683716,19.899999618530273,5.163511276245117,-0.113017201
"25 May 2024, 08:02:46",1813,1788,5035.950195,5.3520002365112305,2.8165268898010254,2.1631579399108887,2.1593568325042725,-1,1.399999976158142,5.300353527069092,0.001985723
"25 May 2024, 11:24:31",2194,2194,1125,,0.5127620697021484,,,,,,0
"30 May 2024, 17:47:02",1944,1935,5041.149902,4.245999813079834,2.605245590209961,0,0,2.700000047683716,15.100000381469727,1.8639328479766846,-0.243991941
"6 Jun 2024, 17:39:17",1930,1930,5000,,2.5906736850738525,,,,,,0
"13 Jun 2024, 19:22:38",2832,2772,7035.5,3.7860000133514404,2.5380592346191406,25.801733016967773,32.76257324,2.700000047683716,19.899999618530273,8.695652008,-0.059697248
"15 Jun 2024, 08:02:07",1833,1829,5022.720215,4.3979997634887695,2.7461564540863037,2.0684211254119873,2.0684211254119873,-1.200000048,1.5,4.780114650726318,0
"19 Jun 2024, 17:45:04",4110,3470,8191.560059,3.563999891281128,2.360680103302002,27.381601333618164,27.381601333618164,-0.400000006,19.899999618530273,19.323671340942383,-0.039064597
"30 Jun 2024, 10:08:50",4292,4221,10057.29004,4.28000021,2.3826794624328613,8.845915794372559,9.598484992980957,4.300000190734863,10.600000381469727,6.93069315,0.005965822
"6 Jul 2024, 08:04:22",1799,1795,5032.939941,3.7139999866485596,2.803866386413574,2.205263137817383,4.706841945648193,-1.200000048,1.600000023841858,4.385964870452881,0
"6 Jul 2024, 11:44:28",1740,1740,1050,,0.6034482717514038,,,,,,0
"13 Jul 2024, 08:03:15",1788,1785,5012.799805,4.260000228881836,2.808291435241699,2.492105246,2.492105246,-1.299999952,1.600000023841858,4.553733825683594,0.001994893
"13 Jul 2024, 15:28:41",6979,6570,7205.350098,1.6959999799728394,1.0967047214508057,28.14858055114746,27.630159378051758,3,18.100000381469727,19.80198097229004,0.006939288
"25 Jul 2024, 05:08:52",2965,2227,5024.060059,2.825000047683716,2.255976676940918,0,0,3.4000000953674316,5.199999809265137,40,0.017913798
"26 Jul 2024, 05:12:28",2037,2017,5043.379883,2.8399999141693115,2.500436305999756,0,0,3.4000000953674316,5.199999809265137,1.579778790473938,0.001982797
"26 Jul 2024, 05:47:34",1196,1152,1643.959961,3.259999990463257,1.4270485639572144,0,0,3.5999999046325684,5.199999809265137,0.9990010261535645,-0.012165746
"26 Jul 2024, 06:11:03",2430,2430,4247.370117,4.314000129699707,1.7478889226913452,0,0,3.4000000953674316,5.199999809265137,1.7035775184631348,0
"27 Jul 2024, 07:51:44",19640,5169,20106.49023,8.291999816894531,3.889822006225586,29.283863067626953,30.255990982055664,2.0999999046325684,16.5,34.482757568359375,-0.007460278
"28 Jul 2024, 05:34:57",3135,3135,4634.180176,2.427999973297119,1.4782073497772217,0,0,3.700000047683716,5.199999809265137,1.8939393758773804,0.015105153433978558
"30 Jul 2024, 05:24:29",2484,2428,6025.160156,3.322999954223633,2.481532096862793,0,0,3.5999999046325684,5.199999809265137,1.6326531171798706,0.014937362633645535
"3 Aug 2024, 08:08:28",2070,2041,5007.830078,2.805999994277954,2.453615904,2.3870129585266113,2.3870129585266113,-1.100000024,1.600000023841858,4.990019798278809,0.001996873
"3 Aug 2024, 19:22:18",3239,3169,3494.840087890625,1.8980000019073486,1.1028211116790771,17.37445831298828,16.315921783447266,7.400000095367432,15.5,17.85714340209961,0.025752251967787743
